"Y","X1","X2","X3","S","A"
0,0,28.0210350961424,0.555450031636893,-1.60815382010744,0
0,0,19.9963001590222,-1.07846429899639,-1.50099311502467,0
0,0,26.698632394895,0.284909620444485,-1.54696087250567,0
0,0,26.6227510767058,1.12319391155613,-1.35107739148191,0
0,0,33.5419713673182,0.0367530689634479,-1.57623761858331,0
0,0,32.9731519035995,0.288828542070861,-1.56246766220333,0
0,0,37.2251458037645,0.060999798024007,-1.28323469300575,0
0,0,21.8389084846713,-0.302759156524774,-1.69218805334522,0
0,0,29.4962148540653,0.601780762081192,-1.15706338609866,0
0,0,26.3367701717652,-0.344428759989452,-1.69558396497336,0
0,0,22.4050628650002,-1.18099436203799,-1.53989112561911,0
0,0,24.4976133317687,-0.883403339806108,-1.38638517191528,0
0,0,39.2486171172932,1.38793204092412,-1.41216568297384,0
0,0,30.8242367105559,-0.76141882887033,-1.43134063360197,0
0,0,24.5562560767867,-0.309367588669604,-1.56227835373899,0
0,0,35.9898949502967,-1.13765619137104,-1.55854289097559,0
0,1,20.9466673089191,-0.688998571800882,-1.50620428307623,0
0,0,36.4835017011501,-0.858174616426135,-1.30495940100453,0
0,0,20.555769039318,1.17928323370248,-1.64856296177648,0
0,0,24.544331192039,0.293753232901205,-1.56449197506295,0
0,0,31.89890240971,-0.82920152107634,-1.71180636194509,0
0,0,31.9104998735711,-0.665803920453108,-1.21500632580423,0
0,0,25.805632579606,-0.884268461784576,-1.44342443721797,0
0,0,19.2195445983671,-1.27264918335755,-1.36906066557032,0
0,0,35.7892685639672,-0.738220908535225,-1.60338721636044,0
0,0,23.7398694911972,0.00427129730220291,-1.47367439807913,0
0,0,31.3550437879749,0.86146122291802,-1.3888750290739,0
0,0,19.193684341386,1.51266386841983,-1.51332246394069,0
0,1,32.4680598666891,-2.50778898326702,-1.44048305475702,0
0,0,27.3135637333617,-1.02316586177371,-1.3353599638829,0
0,0,27.3194659608416,-0.750174476764695,-1.64382137843481,0
0,0,25.8303859438747,-1.24830864727653,-1.27200141316585,0
0,0,32.2349109682254,0.705710649906586,-1.34986377659074,0
0,0,27.1752522350289,-0.85733384832847,-1.5514700669972,0
0,0,38.3934567347169,0.150520812311008,-1.08463091033181,0
0,0,21.9904460227117,-0.146829043086089,-1.46616519713889,0
0,0,21.7867249990813,-0.898174267758454,-1.5512696475385,0
0,0,18.1343151000328,-0.108486157295417,-1.17232079799569,0
0,0,24.5932177309878,-2.62950322717749,-1.35824615337309,0
0,0,19.7991622053087,0.667775711783041,-1.69373873057963,0
0,1,23.5136148203164,0.202180707608694,-1.39199790558314,0
0,0,36.6258637914434,-0.598417824294824,-1.48255493640206,0
0,0,32.748028466478,0.795742677602224,-1.44458047524335,0
0,0,30.2191828531213,0.672164231644526,-1.35287462785738,0
0,0,32.442127508577,1.40210626190019,-1.52724553891349,0
0,0,28.9739562836476,-0.249110817170732,-1.47950511274235,0
0,1,28.0759625942446,0.872410963824888,-1.26765946448974,0
0,0,34.4845895715989,-1.61850843470964,-1.10359597313946,0
0,0,24.0572151821107,-1.00999720380283,-1.41277832732472,0
