"Y","X1","X2","X3","S","A"
0,0,28.652829837054,0.0145455179950768,-1.32383863604195,0
0,0,19.1883150916547,0.452397734529971,-1.39200026850961,0
0,0,34.285550265573,-1.05080409036244,-1.41633660113859,0
0,0,23.9953024182469,1.3589305697583,-1.27897844567529,0
0,0,37.3542118226178,-0.131998248144854,-1.58687410637053,0
0,0,26.750251098536,0.0622747647771476,-1.4029264137545,0
0,0,37.4746377891861,1.13447258496381,-1.34683807625481,0
0,0,32.4680246817879,-0.840469511730285,-1.50526379461959,0
0,0,37.2110151909292,0.430697678647281,-1.31886512126869,0
0,0,36.3268308145925,-1.94662633149972,-1.30684114522466,0
0,0,34.2558899726719,0.63990519332289,-1.3932837072697,0
0,0,27.4117180467583,2.09079358107574,-1.48573240792739,0
0,0,21.001891924534,0.492523126221541,-1.66424371934703,0
0,0,33.8430621973239,0.76096724803966,-1.21576114548902,0
0,0,37.2502797017805,-0.0171883443850783,-1.60212600749389,0
0,0,39.8777096332051,-0.839535775934012,-1.32250098202679,0
0,1,24.8935898239724,0.899598403438371,-1.41686354752921,0
0,0,18.4416446140967,-1.22168130873032,-1.51655287847662,0
0,0,22.8984037903138,1.21374463386905,-1.53280866113588,0
0,0,34.7152199400589,0.355075361004594,-1.59876926241787,0
0,0,36.2643723646179,1.26152761663183,-1.48566536559822,0
0,0,24.2127587329596,1.11303550122872,-1.42736245171471,0
0,0,33.0020090546459,-0.759330585376816,-1.59087958949073,0
0,0,32.9597178432159,0.108464033268105,-1.50641217829131,0
0,0,30.9797623078339,-1.87299051312543,-1.36094792230482,0
0,0,27.768223805353,0.221456399829806,-1.49740892976213,0
0,0,34.5849192379974,-1.01144657231351,-1.32022418163166,0
0,0,26.7730654310435,0.116835326427177,-1.35622590218163,0
0,1,36.7389764208347,0.862134744012148,-1.23908986269801,0
0,0,21.396379719954,0.451582316583482,-1.51252952805128,0
0,0,20.9355133930221,0.534295957909879,-1.14174212217128,0
0,0,22.7009215685539,1.14588233241218,-1.57782070508912,0
0,0,21.285475354176,-0.776309616731678,-1.43081230620595,0
0,0,18.87844991358,-1.78634796948066,-1.52304483646592,0
0,0,37.5969250570051,-0.491350582358516,-1.59142188929576,0
0,0,23.7718512653373,-1.18924856999544,-1.16524543591495,0
0,0,20.9365488658659,0.640088611282562,-1.35105584595705,0
0,0,32.3740438744426,-0.419388734476579,-1.42854210815626,0
0,0,24.48706611339,-0.633620354099595,-1.53107703433136,0
0,0,28.0943733998574,0.963803045801355,-1.44240412169184,0
0,1,23.1919158827513,0.0772390239154271,-1.46791631973754,0
0,0,30.19829961285,-1.19396807253732,-1.63657056523769,0
0,0,24.7261622385122,1.06246667300281,-1.65108185629304,0
0,0,22.1427686312236,0.576368518870828,-1.4593495824873,0
0,0,32.8070426993072,-0.23275231693176,-1.33750419913762,0
0,0,37.102239058353,-0.846932404119973,-1.48471691729443,0
0,1,38.5013557188213,-1.38222879584925,-1.38446508272201,0
0,0,28.8785906233825,0.189848859143919,-1.22334175746576,0
0,0,38.0590614057146,0.390244282001962,-1.48840427245397,0
0,0,32.6700699687935,-1.5641522355329,-1.4490623528326,0
0,0,22.1048281821422,-0.494415155272621,-1.66301195601332,0
0,0,26.269098660443,0.114748886111859,-1.62632393648133,0
0,0,19.1879106829874,0.962883410147025,-1.18723357523657,0
0,0,35.5784603003412,0.0656292600287951,-1.62353414295945,0
0,0,26.6184028140269,0.0923063722359604,-1.3377857581735,0
0,0,39.450782245025,0.17450851751106,-1.33751820518451,0
0,0,35.0680613722652,-0.859490273944756,-1.29137033092408,0
0,1,19.6349337566644,1.75547927554478,-1.54668043878843,0
0,0,33.3409094647504,1.1751502953072,-1.34476382880433,0
0,0,32.0546232014894,0.497070312040423,-1.38558665109499,0
0,0,39.9287683595903,0.0331668200637449,-1.54789377770367,0
0,0,30.5869920006953,-1.06243957606838,-1.35586343725088,0
0,0,37.4537459178828,-1.1015723044221,-1.38983163604163,0
0,0,22.5582787622698,0.725313627170872,-1.57280181972144,0
0,0,25.723758477252,-0.599197415758185,-1.61677773780582,0
0,0,23.6987800882198,2.43073906451865,-1.33206684685112,0
0,0,35.4706845120527,0.602672439445323,-1.5377252828267,0
0,0,21.9288790994324,-0.486567206247345,-1.3336031609065,0
0,0,37.0873282002285,-0.0624938184018165,-1.29393081399631,0
0,0,18.6068057571538,-1.21651194377661,-1.6510408311751,0
0,0,29.9391805436462,0.452448693267698,-1.26980477493238,0
0,0,35.6214523361996,1.65822555551259,-1.56519992557119,0
0,0,26.4001315301284,-1.02856121503075,-1.21215815818348,0
0,0,23.272895000875,-0.543150667632932,-1.58587091293423,0
0,0,31.6487180721015,1.52031221463809,-1.55866273904318,0
0,0,39.7684805635363,1.0447821944052,-1.3623235056867,0
0,0,21.9846836384386,-0.201569161010289,-1.09779357902421,0
0,0,33.4645261010155,-1.42776324882765,-1.4471468662665,0
0,0,30.9449370875955,-0.0698222923508315,-1.25042838662476,0
0,0,24.9682058789767,-0.560579766375029,-1.26714262425004,0
0,0,31.4316756986082,0.911632411544854,-1.28123191367767,0
0,0,37.4132641856559,0.179088761657682,-1.33067747315825,0
0,0,26.5330125624314,2.16765328538407,-1.55414250241846,0
0,0,26.9507443262264,0.250954535329409,-1.60562631165451,0
0,0,38.629660111852,-1.42223158930977,-1.40590694158026,0
0,0,22.738157812506,1.23136057438925,-1.32647413990592,0
0,1,23.3227195511572,0.581252503352307,-1.47375382122862,0
0,0,19.3224592357874,0.737690478693461,-1.31652871612863,0
0,0,35.55340369232,-0.0800126452224956,-1.57871517308677,0
0,0,32.0512240910903,-1.10736169308849,-1.43802223927406,0
0,1,36.6762406816706,1.67815594060708,-1.27895081142194,0
0,0,39.8438197863288,-0.731305643469555,-1.55400541418663,0
0,0,18.1047403491102,-1.18858687186606,-1.40900740699296,0
0,0,26.2795165106654,-0.499831432935498,-1.41758414583942,0
0,0,19.3313247500919,0.0118149693184675,-1.25913580612579,0
0,0,24.4862502939068,-0.676811025129757,-1.41681524835721,0
0,0,32.6401186999865,-1.22979620820299,-1.60590822059589,0
0,0,32.3729966767132,-0.374986790549647,-1.55365830156758,0
0,0,22.6956630162895,-1.09993606219669,-1.41028133566626,0
0,0,25.5064526190981,2.11570550982888,-1.48752240627087,0
0,0,38.261497921776,-1.10564062754095,-1.35775285277561,0
0,0,23.978880002629,0.118309230536387,-1.70038786080106,0
0,1,27.4859850597568,2.12142552267052,-1.51247822966959,0
0,0,26.8681746087968,-0.123883071674598,-1.32914308967553,0
0,0,21.2682542377152,1.33896197096058,-1.50356911468136,0
0,0,25.191880332306,-2.22932988946812,-1.0585002691068,0
0,0,26.8159573469311,0.766731187148482,-1.47256992858323,0
0,0,27.7701986776665,0.554505608264166,-1.54257357702693,0
0,0,22.9412008826621,0.326735501191843,-1.64044887287888,0
